S.No.,Latitude,Longitude,Subbasin,GL type,Area(ha),Elev(m)
2075,29.226,96.16,Dibang,E(o),57.36,"3,313"
2076,29.211,96.069,Dibang,E(o),31.43,"3,816"
2077,29.197,96.192,Dibang,E(c),15.74,"4,321"
2078,29.196,96.203,Dibang,E(o),64.06,"4,246"
2079,29.191,96.112,Dibang,E(c),26.85,"3,775"
2080,29.185,96.216,Dibang,E(o),12.55,"3,965"
2081,29.183,96.087,Dibang,E(c),23.74,"4,263"
2082,29.176,96.175,Dibang,E(o),19.66,"3,523"
2083,29.155,96.069,Dibang,E(o),26.03,"3,588"
2084,29.147,96.017,Dibang,E(c),18.77,"3,758"
2085,29.145,96.066,Dibang,E(c),30.82,"3,949"
2086,29.141,96.036,Dibang,E(c),29.5,"4,139"
2087,29.107,96.23,Dibang,E(o),11.56,"4,333"
2088,29.1,96.173,Dibang,E(o),21.89,"3,949"
2089,29.096,96.223,Dibang,E(c),15.85,"4,355"
2090,29.096,95.997,Dibang,E(c),22.23,"3,346"
2091,29.092,96.243,Dibang,E(c),26.44,"4,117"
2092,29.091,96.211,Dibang,E(o),100.77,"4,188"
2093,29.091,96.162,Dibang,E(o),10.98,"3,822"
2094,29.083,96.201,Dibang,E(o),10.69,"4,049"
2095,29.079,96.145,Dibang,E(c),86.02,"3,945"
2096,29.077,96.23,Dibang,E(o),24.43,"4,217"
2097,29.069,96.147,Dibang,E(c),12.17,"4,031"
2098,29.061,96.22,Dibang,E(o),16.61,"4,451"
2099,29.051,96.144,Dibang,O,79.93,"3,602"
2100,29.044,96.193,Dibang,E(c),44.26,"4,164"
2101,29.042,96.22,Dibang,E(o),39.66,"4,317"
2102,29.036,96.178,Dibang,E(o),19.74,"3,944"
2103,29.03,96.223,Dibang,E(c),44.32,"4,199"
2104,29.03,96.193,Dibang,E(o),24.55,"4,235"
2105,29.026,96.044,Dibang,E(o),11.17,"3,564"
2106,29.024,96.178,Dibang,E(o),24.34,"4,067"
2107,29.018,96.062,Dibang,E(o),15.99,"3,757"
2108,29.009,96.084,Dibang,E(c),14.55,"4,018"
2109,29.008,96.218,Dibang,E(o),47.18,"3,664"
2110,29.008,96.182,Dibang,E(o),10.34,"3,914"
2111,29.244,96.245,Dibang,E(o),50.88,"4,360"
2112,29.094,96.26,Dibang,E(c),39.01,"4,001"
2113,29.06,96.303,Dibang,E(c),11.53,"4,152"
2114,29.05,96.331,Dibang,E(c),23,"4,385"
2115,29.04,96.304,Dibang,E(o),10.97,"3,986"
2116,29.031,96.318,Dibang,E(c),16.99,"4,139"
2117,29.023,96.311,Dibang,E(c),14.87,"4,253"
2118,29.022,96.297,Dibang,E(c),14.98,"4,165"
2119,29.001,96.184,Dibang,E(c),11.95,"4,009"
2120,28.989,96.188,Dibang,E(o),11.3,"4,316"
2121,28.987,96.069,Dibang,E(c),37.26,"3,627"
2122,28.985,96.197,Dibang,E(o),16.06,"4,033"
2123,28.952,96.038,Dibang,E(c),20.31,"3,634"
2124,28.948,96.168,Dibang,E(c),17.21,"3,886"
2125,28.941,96.02,Dibang,E(o),11.66,"3,449"
2126,28.923,96.19,Dibang,E(c),18.07,"4,001"
2127,28.913,96.178,Dibang,E(o),27.91,"3,802"
2128,28.889,96.151,Dibang,E(c),22.47,"4,079"
2129,28.887,96.197,Dibang,E(o),43.53,"3,255"
2130,28.886,96.137,Dibang,E(o),12.38,"3,720"
2131,28.852,96.171,Dibang,E(o),17.47,"3,976"
2132,28.846,96.127,Dibang,E(o),11.19,"3,697"
2133,28.828,96.244,Dibang,E(o),12.78,"3,740"
2134,28.821,96.121,Dibang,E(o),39.49,"4,060"
2135,28.82,96.145,Dibang,E(c),14.12,"3,723"
2136,28.814,96.122,Dibang,E(c),13.42,"4,115"
2137,28.803,96.155,Dibang,E(c),17.21,"3,866"
2138,28.793,96.055,Dibang,E(c),10.25,"3,948"
2139,28.792,96.148,Dibang,E(o),32.99,"3,676"
2140,28.542,96.125,Dibang,E(o),10.62,"4,031"
2141,28.992,96.257,Dibang,E(c),15.12,"4,077"
2142,28.944,96.371,Dibang,E(o),12.61,"4,236"
2143,28.935,96.369,Dibang,E(o),18.54,"4,001"
2144,28.928,96.339,Dibang,E(o),48.39,"4,011"
2145,28.924,96.311,Dibang,E(o),15.64,"3,851"
2146,28.924,96.368,Dibang,E(c),10.38,"4,109"
2147,28.919,96.383,Dibang,O,48.87,"3,302"
2148,28.89,96.494,Dibang,E(o),17.29,"3,366"
2149,28.879,96.372,Dibang,E(o),27.5,"4,090"
2150,28.877,96.477,Dibang,E(o),34.69,"3,166"
2151,28.875,96.394,Dibang,O,41.33,"3,119"
2152,28.874,96.436,Dibang,O,16.76,"3,220"
2153,28.862,96.44,Dibang,O,11.42,"2,979"
2154,28.861,96.249,Dibang,E(c),11.21,"3,847"
2155,28.847,96.355,Dibang,E(o),14.96,"3,760"
2156,28.832,96.25,Dibang,E(o),15.75,"3,835"
2157,28.823,96.359,Dibang,E(c),19.15,"3,941"
2158,28.809,96.459,Dibang,E(c),35.25,"4,078"
2159,28.802,96.44,Dibang,E(o),30.97,"4,114"
2160,28.801,96.484,Dibang,E(o),34.81,"3,819"
2161,28.765,96.386,Dibang,E(o),13.52,"3,855"
2162,28.749,96.375,Dibang,E(o),25.74,"3,784"
2163,28.748,96.353,Dibang,E(o),34,"3,618"
2164,28.74,96.413,Dibang,E(c),12.04,"4,105"
2165,28.729,96.446,Dibang,E(o),21.19,"4,086"
2166,28.727,96.485,Dibang,E(c),28.63,"4,084"
2167,28.727,96.392,Dibang,E(c),19.81,"4,176"
2168,28.725,96.422,Dibang,E(o),16.86,"4,218"
2169,28.721,96.405,Dibang,E(o),17.45,"4,097"
2170,28.666,96.426,Dibang,E(c),20.84,"4,238"
2171,28.66,96.486,Dibang,E(c),30.67,"4,125"
2172,28.617,96.439,Dibang,E(c),10.66,"3,914"
2173,28.614,96.312,Dibang,E(o),11.33,"3,968"
2174,28.608,96.32,Dibang,E(c),23.55,"4,239"
2175,28.565,96.408,Dibang,E(o),14.11,"4,124"
2176,28.563,96.355,Dibang,E(o),10.39,"4,152"
2177,28.563,96.366,Dibang,E(c),10.25,"3,897"
2178,28.545,96.443,Dibang,E(o),12.55,"4,297"
2179,28.539,96.394,Dibang,E(o),11.72,"4,010"
2180,28.524,96.424,Dibang,E(c),14.09,"4,096"
2181,28.522,96.444,Dibang,E(c),10.03,"4,157"
2182,28.521,96.25,Dibang,E(o),16.14,"3,636"
2183,28.519,96.398,Dibang,E(c),15.49,"4,247"
2184,28.513,96.398,Dibang,E(c),26.12,"4,345"
2185,28.505,96.391,Dibang,E(o),21.9,"4,560"
2186,28.421,96.377,Dibang,E(c),12.36,"3,763"
2187,28.923,96.515,Dibang,E(o),13.69,"4,091"
2188,28.872,96.51,Dibang,E(o),18.7,"3,926"
2189,28.838,96.497,Dibang,E(o),21,"3,388"
2190,28.829,96.532,Dibang,E(o),37.63,"3,584"
2191,28.807,96.538,Dibang,E(c),17.48,"4,187"
2192,28.801,96.512,Dibang,E(o),26.17,"4,344"
2193,28.776,96.531,Dibang,O,101.67,"3,510"
2194,28.764,96.517,Dibang,O,14.33,"3,502"
2195,28.745,96.511,Dibang,O,24.68,"3,219"
2196,28.707,96.505,Dibang,E(o),26.84,"4,018"
2197,28.697,96.572,Dibang,E(c),20.56,"4,133"
2198,28.694,96.551,Dibang,E(c),33.52,"4,220"
2199,28.687,96.584,Dibang,E(c),21.37,"4,132"
2200,28.685,96.633,Dibang,E(o),12.1,"4,299"
2201,28.676,96.51,Dibang,E(o),20.27,"4,310"
2202,28.668,96.611,Dibang,E(o),22.91,"4,492"
2203,28.666,96.632,Dibang,E(o),17.58,"4,217"
2204,29.365,96.124,Lohit,M(e),25.07,"3,995"
2205,29.329,96.195,Lohit,E(o),25.27,"4,286"
2206,29.324,96.209,Lohit,E(o),25.02,"4,333"
2207,29.305,96.156,Lohit,E(c),21,"4,233"
2208,29.264,96.245,Lohit,M(o),17.37,"4,408"
2209,29.257,96.246,Lohit,M(o),89.3,"4,432"
2210,29.387,96.375,Lohit,M(e),29.13,"4,997"
2211,29.224,96.279,Lohit,M(o),66.27,"4,207"
2212,29.175,96.346,Lohit,E(c),27.74,"4,298"
2213,29.175,96.327,Lohit,M(e),46.2,"4,379"
2214,29.13,96.324,Lohit,M(o),26.67,"4,392"
2215,29.127,96.399,Lohit,M(o),10.09,"4,066"
2216,29.597,96.617,Lohit,M(e),10.44,"5,104"
2217,29.589,96.674,Lohit,M(e),19.1,"4,631"
2218,29.561,96.63,Lohit,M(e),12.4,"4,919"
2219,29.491,96.701,Lohit,O,610.17,"3,916"
2220,29.421,96.627,Lohit,M(e),31.33,"4,079"
2221,29.406,96.681,Lohit,M(o),11.75,"4,834"
2222,29.124,96.66,Lohit,E(c),17.71,"4,329"
2223,29.502,96.977,Lohit,M(e),12.44,"5,145"
2224,29.462,96.787,Lohit,O,518,"3,916"
2225,29.397,96.828,Lohit,E(o),401.62,"3,917"
2226,29.298,96.816,Lohit,M(e),292.36,"3,954"
2227,29.295,96.835,Lohit,M(l),95.04,"4,013"
2228,29.268,96.837,Lohit,E(o),108.04,"4,119"
2229,29.263,96.938,Lohit,M(e),12.3,"4,676"
2230,29.254,96.965,Lohit,M(o),10.15,"4,631"
2231,29.248,96.966,Lohit,M(e),25.6,"4,673"
2232,29.238,96.826,Lohit,M(o),209.76,"4,219"
2233,29.23,96.805,Lohit,M(o),144,"4,266"
2234,29.221,96.814,Lohit,M(e),52.51,"4,279"
2235,29.179,96.857,Lohit,M(e),13.26,"4,412"
2236,29.171,96.867,Lohit,M(o),12.68,"4,458"
2237,29.071,96.799,Lohit,M(o),38.92,"2,466"
2238,28.952,96.493,Lohit,M(o),15.31,"4,493"
2239,28.518,96.421,Lohit,M(e),16.11,"4,086"
2240,28.345,96.334,Lohit,O,12.55,"2,990"
2241,28.954,96.561,Lohit,E(o),15.69,"4,277"
2242,28.939,96.74,Lohit,E(o),10.73,"4,352"
2243,28.924,96.564,Lohit,E(o),12.74,"4,447"
2244,28.921,96.553,Lohit,E(o),25.07,"4,463"
2245,28.908,96.525,Lohit,E(c),14.85,"4,295"
2246,28.898,96.55,Lohit,O,10.31,"3,712"
2247,28.81,96.606,Lohit,E(c),10.76,"4,362"
2248,28.777,96.606,Lohit,E(o),15.99,"4,601"
2249,28.77,96.617,Lohit,E(c),21.18,"4,255"
2250,28.647,96.645,Lohit,E(c),18.36,"4,068"
2251,28.644,96.589,Lohit,E(c),24.51,"4,368"
2252,28.637,96.685,Lohit,E(c),14.5,"4,418"
2253,28.628,96.533,Lohit,E(c),10.94,"4,260"
2254,28.627,96.565,Lohit,O,16.84,"3,282"
2255,28.613,96.522,Lohit,E(c),10.32,"4,213"
2256,28.611,96.723,Lohit,E(o),14.21,"4,107"
2257,28.586,96.652,Lohit,E(o),30.13,"4,068"
2258,28.58,96.681,Lohit,E(o),32.17,"3,999"
2259,28.565,96.636,Lohit,E(o),30.27,"3,368"
2260,28.562,96.715,Lohit,E(o),16.48,"4,019"
2261,28.559,96.692,Lohit,O,11.58,"3,483"
2262,28.541,96.618,Lohit,E(c),42.11,"4,268"
2263,28.541,96.602,Lohit,E(c),25.61,"4,487"
2264,28.534,96.644,Lohit,E(o),29.38,"4,311"
2265,28.53,96.622,Lohit,E(o),23.4,"3,907"
2266,28.527,96.65,Lohit,E(o),14.17,"4,125"
2267,28.516,96.699,Lohit,E(o),299.2,"3,330"
2268,28.512,96.502,Lohit,E(o),27.13,"4,027"
2269,28.492,96.692,Lohit,E(c),20.67,"4,046"
2270,28.864,96.83,Lohit,E(o),10.83,"4,306"
2271,28.85,96.928,Lohit,E(c),14.85,"4,299"
2272,28.843,96.818,Lohit,E(o),24.08,"4,625"
2273,28.832,96.82,Lohit,E(o),20.11,"4,305"
2274,28.829,96.789,Lohit,O,31.87,"3,683"
2275,28.576,96.756,Lohit,E(o),17.36,"3,646"
2276,28.536,96.766,Lohit,E(o),25.91,"3,918"
2277,28.51,96.8,Lohit,E(c),14.77,"4,075"
2278,28.504,96.833,Lohit,E(c),15.18,"4,058"
2279,28.503,96.843,Lohit,E(o),12.74,"3,945"
2280,28.503,96.86,Lohit,E(o),17.34,"3,522"
2281,28.47,96.882,Lohit,E(o),23.66,"3,849"
2282,28.447,96.885,Lohit,E(o),18.22,"4,113"
2283,28.432,96.924,Lohit,E(c),36.83,"4,384"
2284,28.425,96.872,Lohit,E(o),36.05,"3,980"
2285,28.403,96.837,Lohit,E(o),16.14,"4,171"
2286,28.394,96.869,Lohit,E(o),11.69,"4,215"
2287,28.392,96.858,Lohit,E(c),30.18,"4,390"
2288,28.381,96.859,Lohit,E(o),19.1,"4,049"
2289,28.315,96.817,Lohit,E(o),19.89,"3,879"
2290,28.253,96.819,Lohit,M(o),16.22,"4,030"
2291,28.245,96.832,Lohit,E(o),42.5,"3,900"
2292,28.214,96.885,Lohit,E(c),21.24,"3,960"
2293,28.202,96.898,Lohit,E(o),67.3,"3,731"
2294,28.165,96.83,Lohit,E(c),20.69,"3,890"
2295,28.159,96.848,Lohit,E(c),16.81,"3,926"
2296,29.701,97.002,Lohit,M(o),12.26,"5,122"
2297,29.609,97.075,Lohit,M(o),13.92,"5,279"
2298,29.507,97.061,Lohit,M(o),13.6,"5,275"
2299,29.496,97.104,Lohit,M(e),25.92,"5,219"
2300,29.472,97.035,Lohit,M(e),14.95,"5,238"
2301,29.46,97.085,Lohit,M(e),15.56,"4,994"
2302,29.403,97.012,Lohit,M(o),10.4,"5,156"
2303,29.392,97.022,Lohit,M(e),20.49,"5,007"
2304,29.228,97.029,Lohit,M(e),22.63,"3,952"
2305,29.087,97.155,Lohit,M(o),25.64,"4,222"
2306,29.039,97.095,Lohit,M(o),10.02,"4,430"
2307,29.015,97.249,Lohit,E(o),15.19,"4,409"
2308,29.004,97.134,Lohit,E(o),12.94,"4,401"
2309,29.466,97.376,Lohit,M(o),18.87,"5,011"
2310,29.229,97.333,Lohit,M(o),13.94,"4,761"
2311,29.216,97.378,Lohit,E(o),14.43,"4,303"
2312,29.2,97.37,Lohit,M(o),16.42,"4,623"
2313,29.066,97.536,Lohit,E(o),12.18,"4,795"
2314,29.032,97.512,Lohit,E(o),14.82,"4,141"
2315,28.995,97.231,Lohit,E(o),14.62,"4,597"
2316,28.977,97.215,Lohit,E(o),63.42,"4,092"
2317,28.956,97.195,Lohit,E(o),13.06,"4,271"
2318,28.947,97.1,Lohit,E(o),47.64,"4,412"
2319,28.916,97.153,Lohit,E(o),15.22,"4,513"
2320,28.904,97.149,Lohit,E(o),33.69,"4,319"
2321,28.898,97.165,Lohit,E(o),15.17,"4,713"
2322,28.848,97.092,Lohit,M(o),14.66,"4,448"
2323,28.846,97.13,Lohit,E(o),42.05,"4,446"
2324,28.835,97.148,Lohit,E(o),18.1,"4,392"
2325,28.821,97.152,Lohit,E(o),12.28,"4,288"
2326,28.813,97.17,Lohit,E(o),19.35,"4,401"
2327,28.808,97.126,Lohit,E(o),17.39,"4,189"
2328,28.796,97.183,Lohit,E(o),16.32,"4,457"
2329,28.786,97.219,Lohit,M(o),22.91,"4,270"
2330,28.783,97.153,Lohit,E(o),83.11,"3,712"
2331,28.767,97.101,Lohit,E(o),12.38,"4,326"
2332,28.763,97.058,Lohit,O,39.04,"3,285"
2333,28.753,97.137,Lohit,E(o),20.19,"4,176"
2334,28.747,97.097,Lohit,E(o),10.9,"4,438"
2335,28.744,97.217,Lohit,E(o),21.99,"4,318"
2336,28.702,97.142,Lohit,E(o),16.78,"4,378"
2337,28.351,97.157,Lohit,E(o),15.17,"4,079"
2338,28.303,97.234,Lohit,E(o),23.39,"4,279"
2339,28.291,97.218,Lohit,E(o),15.73,"4,071"
2340,28.264,97.225,Lohit,E(o),12.77,"4,167"
2341,28.262,97.232,Lohit,E(c),26.62,"4,183"
2342,28.226,97.175,Lohit,E(o),11.64,"3,898"
2343,28.22,97.12,Lohit,E(o),11.79,"3,986"
2344,28.2,97.236,Lohit,E(o),29.04,"3,900"
2345,28.087,97.24,Lohit,E(o),21.98,"4,507"
2346,28.084,97.215,Lohit,E(o),18.46,"4,023"
2347,28.058,97.226,Lohit,E(o),18.41,"4,113"
2348,28.054,97.166,Lohit,E(o),13.67,"4,131"
2349,28.041,97.193,Lohit,E(o),11.33,"4,217"
2350,28.041,97.218,Lohit,E(o),38.26,"3,936"
2351,28.04,97.126,Lohit,E(o),35.71,"3,969"
2352,28.035,97.132,Lohit,E(o),13.21,"3,977"
2353,28.034,97.241,Lohit,E(o),18.18,"4,299"
2354,28.025,97.186,Lohit,E(o),14.89,"4,227"
2355,28.024,97.175,Lohit,E(o),13.28,"4,037"
2356,28.02,97.194,Lohit,E(o),11,"4,040"
2357,28.016,97.215,Lohit,E(o),10.8,"4,303"
2358,28.008,97.176,Lohit,E(o),15.42,"4,240"
2359,28.989,97.268,Lohit,E(o),14.17,"4,416"
2360,28.973,97.327,Lohit,E(o),16.29,"4,541"
2361,28.958,97.335,Lohit,E(o),14.08,"4,595"
2362,28.947,97.32,Lohit,E(o),29.34,"4,607"
2363,28.944,97.304,Lohit,M(o),43.16,"4,732"
2364,28.94,97.262,Lohit,E(o),93.63,"4,412"
2365,28.915,97.35,Lohit,E(o),43.77,"4,016"
2366,28.892,97.336,Lohit,E(o),13.58,"4,429"
2367,28.877,97.355,Lohit,M(o),44.22,"4,569"
2368,28.691,97.337,Lohit,E(c),12,"4,422"
2369,28.595,97.439,Lohit,E(o),14.46,"4,271"
2370,28.548,97.366,Lohit,E(o),14.71,"4,306"
2371,28.548,97.393,Lohit,E(o),12.59,"4,331"
2372,28.514,97.493,Lohit,O,20.47,"4,469"
2373,28.482,97.322,Lohit,E(o),13.1,"4,348"
2374,28.472,97.38,Lohit,E(o),12.22,"4,388"
2375,28.464,97.409,Lohit,E(o),10.72,"4,420"
2376,28.432,97.253,Lohit,E(o),12.87,"4,315"
2377,28.426,97.401,Lohit,E(o),14.03,"4,289"
2378,28.412,97.465,Lohit,E(o),56.61,"4,300"
2379,28.411,97.406,Lohit,E(o),11.28,"4,443"
2380,28.4,97.393,Lohit,E(o),10.29,"4,472"
2381,28.369,97.446,Lohit,M(o),15.15,"4,054"
2382,28.34,97.369,Lohit,E(o),14.89,"4,230"
2383,28.313,97.343,Lohit,E(o),16.19,"4,146"
2384,28.274,97.253,Lohit,E(c),20.87,"4,290"
2385,28.243,97.331,Lohit,E(o),11.86,"4,333"
2386,28.24,97.25,Lohit,E(o),11.79,"3,980"
2387,28.227,97.269,Lohit,E(o),16.83,"4,145"
2388,28.223,97.285,Lohit,E(o),32.29,"4,189"
2389,28.214,97.318,Lohit,E(c),12.12,"4,373"
2390,28.174,97.329,Lohit,E(o),14.32,"4,307"
2391,28.162,97.32,Lohit,E(o),10.73,"4,038"
2392,28.149,97.274,Lohit,E(o),14.13,"3,953"
2393,28.14,97.29,Lohit,E(o),26.03,"4,055"
2394,28.136,97.306,Lohit,E(o),21.99,"4,225"
2395,28.136,97.321,Lohit,E(o),17.77,"4,276"
2396,28.116,97.3,Lohit,E(o),17.74,"4,029"
2397,28.107,97.311,Lohit,E(o),21.72,"4,343"
2398,28.106,97.32,Lohit,E(o),12.4,"4,358"
2399,28.101,97.27,Lohit,E(c),14.99,"4,169"
2400,28.096,97.289,Lohit,E(o),53.06,"3,762"
2401,28.08,97.304,Lohit,E(o),23.71,"4,304"
2402,28.061,97.357,Lohit,E(c),15.82,"4,344"
2403,28.054,97.33,Lohit,E(o),25.72,"4,424"
2404,28.053,97.281,Lohit,M(o),10.51,"4,499"
2405,28.045,97.293,Lohit,E(o),10.43,"4,472"
2406,28.991,97.549,Lohit,M(e),17.75,"4,390"
2407,28.938,97.522,Lohit,E(c),21.47,"4,392"
2408,28.863,97.612,Lohit,E(o),11.56,"4,558"
2409,28.852,97.631,Lohit,E(o),12.69,"4,523"
2410,28.556,97.548,Lohit,E(o),12.3,"4,363"
2411,28.536,97.621,Lohit,E(o),15.42,"4,616"
2412,28.518,97.527,Lohit,E(o),24.32,"4,449"
2413,27.816,96.707,Lohit,E(o),10.89,"3,488"
2414,27.759,96.878,Lohit,E(c),10.4,"3,857"
2415,27.742,96.845,Lohit,E(o),18.26,"3,778"
2416,27.732,96.871,Lohit,E(o),12.07,"4,012"
2417,27.726,96.848,Lohit,E(o),18.83,"3,669"
2418,27.719,96.877,Lohit,E(o),20.25,"3,664"
2419,27.712,96.938,Lohit,E(o),12.92,"3,751"
2420,27.69,96.86,Lohit,E(o),49.45,"3,373"
2421,27.646,96.878,Lohit,E(o),15.08,"3,263"
2422,27.637,96.916,Lohit,E(c),10.1,"3,689"
2423,27.996,97.187,Lohit,E(c),40.63,"4,091"
2424,27.99,97.098,Lohit,E(o),12.28,"3,687"
2425,27.959,97.105,Lohit,E(o),17.42,"3,831"
2426,27.949,97.108,Lohit,E(o),12.82,"3,874"
2427,27.948,97.131,Lohit,E(c),11.08,"3,819"
2428,27.994,97.316,Lohit,E(o),13.95,"4,270"
2429,27.989,97.369,Lohit,E(o),51.93,"4,188"
2430,27.893,97.358,Lohit,E(o),21.52,"3,931"
2431,27.879,97.36,Lohit,E(o),40.18,"4,158"
