Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial
M(o),96.681,29.406,2019,11.75,4834,0,moraine,0
E(c),96.66,29.124,2019,17.71,4329,0,other,0
M(e),96.977,29.502,2019,12.44,5145,0,moraine,0
O,96.787,29.462,2019,518.0,3916,0,other,0
E(o),96.828,29.397,2019,401.62,3917,0,other,0
M(e),96.816,29.298,2019,292.36,3954,0,moraine,0
M(l),96.835,29.295,2019,95.04,4013,0,moraine,0
E(o),96.837,29.268,2019,108.04,4119,0,other,0
M(e),96.938,29.263,2019,12.3,4676,0,moraine,0
M(o),96.965,29.254,2019,10.15,4631,0,moraine,0
M(e),96.966,29.248,2019,25.6,4673,0,moraine,0
M(o),96.826,29.238,2019,209.76,4219,0,moraine,0
M(o),96.805,29.23,2019,144.0,4266,0,moraine,0
M(e),96.814,29.221,2019,52.51,4279,0,moraine,0
M(e),96.857,29.179,2019,13.26,4412,0,moraine,0
M(o),96.867,29.171,2019,12.68,4458,0,moraine,0
M(o),96.799,29.071,2019,38.92,2466,0,moraine,0
M(o),96.493,28.952,2019,15.31,4493,0,moraine,0
M(e),96.421,28.518,2019,16.11,4086,0,moraine,0
O,96.334,28.345,2019,12.55,2990,0,other,0
E(o),96.561,28.954,2019,15.69,4277,0,other,0
E(o),96.74,28.939,2019,10.73,4352,0,other,0
E(o),96.564,28.924,2019,12.74,4447,0,other,0
E(o),96.553,28.921,2019,25.07,4463,0,other,0
E(c),96.525,28.908,2019,14.85,4295,0,other,0
O,96.55,28.898,2019,10.31,3712,0,other,0
E(c),96.606,28.81,2019,10.76,4362,0,other,0
E(o),96.606,28.777,2019,15.99,4601,0,other,0
E(c),96.617,28.77,2019,21.18,4255,0,other,0
E(c),96.645,28.647,2019,18.36,4068,0,other,0
E(c),96.589,28.644,2019,24.51,4368,0,other,0
E(c),96.685,28.637,2019,14.5,4418,0,other,0
E(c),96.533,28.628,2019,10.94,4260,0,other,0
O,96.565,28.627,2019,16.84,3282,0,other,0
E(c),96.522,28.613,2019,10.32,4213,0,other,0
E(o),96.723,28.611,2019,14.21,4107,0,other,0
E(o),96.652,28.586,2019,30.13,4068,0,other,0
E(o),96.681,28.58,2019,32.17,3999,0,other,0
E(o),96.636,28.565,2019,30.27,3368,0,other,0
E(o),96.715,28.562,2019,16.48,4019,0,other,0
O,96.692,28.559,2019,11.58,3483,0,other,0
E(c),96.618,28.541,2019,42.11,4268,0,other,0
E(c),96.602,28.541,2019,25.61,4487,0,other,0
E(o),96.644,28.534,2019,29.38,4311,0,other,0
E(o),96.622,28.53,2019,23.4,3907,0,other,0
E(o),96.65,28.527,2019,14.17,4125,0,other,0
E(o),96.699,28.516,2019,299.2,3330,0,other,0
E(o),96.502,28.512,2019,27.13,4027,0,other,0
E(c),96.692,28.492,2019,20.67,4046,0,other,0
E(o),96.83,28.864,2019,10.83,4306,0,other,0
E(c),96.928,28.85,2019,14.85,4299,0,other,0
E(o),96.818,28.843,2019,24.08,4625,0,other,0
E(o),96.82,28.832,2019,20.11,4305,0,other,0
O,96.789,28.829,2019,31.87,3683,0,other,0
E(o),96.756,28.576,2019,17.36,3646,0,other,0
E(o),96.766,28.536,2019,25.91,3918,0,other,0
E(c),96.8,28.51,2019,14.77,4075,0,other,0
E(c),96.833,28.504,2019,15.18,4058,0,other,0
E(o),96.843,28.503,2019,12.74,3945,0,other,0
E(o),96.86,28.503,2019,17.34,3522,0,other,0
E(o),96.882,28.47,2019,23.66,3849,0,other,0
E(o),96.885,28.447,2019,18.22,4113,0,other,0
E(c),96.924,28.432,2019,36.83,4384,0,other,0
E(o),96.872,28.425,2019,36.05,3980,0,other,0
E(o),96.837,28.403,2019,16.14,4171,0,other,0
E(o),96.869,28.394,2019,11.69,4215,0,other,0
E(c),96.858,28.392,2019,30.18,4390,0,other,0
E(o),96.859,28.381,2019,19.1,4049,0,other,0
E(o),96.817,28.315,2019,19.89,3879,0,other,0
M(o),96.819,28.253,2019,16.22,4030,0,moraine,0
E(o),96.832,28.245,2019,42.5,3900,0,other,0
E(c),96.885,28.214,2019,21.24,3960,0,other,0
E(o),96.898,28.202,2019,67.3,3731,0,other,0
E(c),96.83,28.165,2019,20.69,3890,0,other,0
E(c),96.848,28.159,2019,16.81,3926,0,other,0
M(o),97.002,29.701,2019,12.26,5122,0,moraine,0
M(o),97.075,29.609,2019,13.92,5279,0,moraine,0
M(o),97.061,29.507,2019,13.6,5275,0,moraine,0
M(e),97.104,29.496,2019,25.92,5219,0,moraine,0
M(e),97.035,29.472,2019,14.95,5238,0,moraine,0
M(e),97.085,29.46,2019,15.56,4994,0,moraine,0
M(o),97.012,29.403,2019,10.4,5156,0,moraine,0
M(e),97.022,29.392,2019,20.49,5007,0,moraine,0
M(e),97.029,29.228,2019,22.63,3952,0,moraine,0
M(o),97.155,29.087,2019,25.64,4222,0,moraine,0
M(o),97.095,29.039,2019,10.02,4430,0,moraine,0
E(o),97.249,29.015,2019,15.19,4409,0,other,0
E(o),97.134,29.004,2019,12.94,4401,0,other,0
M(o),97.376,29.466,2019,18.87,5011,0,moraine,0
M(o),97.333,29.229,2019,13.94,4761,0,moraine,0
E(o),97.378,29.216,2019,14.43,4303,0,other,0
M(o),97.37,29.2,2019,16.42,4623,0,moraine,0
E(o),97.536,29.066,2019,12.18,4795,0,other,0
E(o),97.512,29.032,2019,14.82,4141,0,other,0
E(o),97.231,28.995,2019,14.62,4597,0,other,0
E(o),97.215,28.977,2019,63.42,4092,0,other,0
E(o),97.195,28.956,2019,13.06,4271,0,other,0
E(o),97.1,28.947,2019,47.64,4412,0,other,0
E(o),97.153,28.916,2019,15.22,4513,0,other,0
E(o),97.149,28.904,2019,33.69,4319,0,other,0
E(o),97.165,28.898,2019,15.17,4713,0,other,0
M(o),97.092,28.848,2019,14.66,4448,0,moraine,0
E(o),97.13,28.846,2019,42.05,4446,0,other,0
E(o),97.148,28.835,2019,18.1,4392,0,other,0
E(o),97.152,28.821,2019,12.28,4288,0,other,0
E(o),97.17,28.813,2019,19.35,4401,0,other,0
E(o),97.126,28.808,2019,17.39,4189,0,other,0
E(o),97.183,28.796,2019,16.32,4457,0,other,0
M(o),97.219,28.786,2019,22.91,4270,0,moraine,0
E(o),97.153,28.783,2019,83.11,3712,0,other,0
E(o),97.101,28.767,2019,12.38,4326,0,other,0
O,97.058,28.763,2019,39.04,3285,0,other,0
E(o),97.137,28.753,2019,20.19,4176,0,other,0
E(o),97.097,28.747,2019,10.9,4438,0,other,0
E(o),97.217,28.744,2019,21.99,4318,0,other,0
E(o),97.142,28.702,2019,16.78,4378,0,other,0
E(o),97.157,28.351,2019,15.17,4079,0,other,0
E(o),97.234,28.303,2019,23.39,4279,0,other,0
E(o),97.218,28.291,2019,15.73,4071,0,other,0
E(o),97.225,28.264,2019,12.77,4167,0,other,0
E(c),97.232,28.262,2019,26.62,4183,0,other,0
E(o),97.175,28.226,2019,11.64,3898,0,other,0
E(o),97.12,28.22,2019,11.79,3986,0,other,0
E(o),97.236,28.2,2019,29.04,3900,0,other,0
E(o),97.24,28.087,2019,21.98,4507,0,other,0
E(o),97.215,28.084,2019,18.46,4023,0,other,0
E(o),97.226,28.058,2019,18.41,4113,0,other,0
E(o),97.166,28.054,2019,13.67,4131,0,other,0
E(o),97.193,28.041,2019,11.33,4217,0,other,0
E(o),97.218,28.041,2019,38.26,3936,0,other,0
E(o),97.126,28.04,2019,35.71,3969,0,other,0
E(o),97.132,28.035,2019,13.21,3977,0,other,0
E(o),97.241,28.034,2019,18.18,4299,0,other,0
E(o),97.186,28.025,2019,14.89,4227,0,other,0
E(o),97.175,28.024,2019,13.28,4037,0,other,0
E(o),97.194,28.02,2019,11.0,4040,0,other,0
E(o),97.215,28.016,2019,10.8,4303,0,other,0
E(o),97.176,28.008,2019,15.42,4240,0,other,0
E(o),97.268,28.989,2019,14.17,4416,0,other,0
E(o),97.327,28.973,2019,16.29,4541,0,other,0
E(o),97.335,28.958,2019,14.08,4595,0,other,0
E(o),97.32,28.947,2019,29.34,4607,0,other,0
M(o),97.304,28.944,2019,43.16,4732,0,moraine,0
E(o),97.262,28.94,2019,93.63,4412,0,other,0
E(o),97.35,28.915,2019,43.77,4016,0,other,0
E(o),97.336,28.892,2019,13.58,4429,0,other,0
M(o),97.355,28.877,2019,44.22,4569,0,moraine,0
E(c),97.337,28.691,2019,12.0,4422,0,other,0
E(o),97.439,28.595,2019,14.46,4271,0,other,0
E(o),97.366,28.548,2019,14.71,4306,0,other,0
E(o),97.393,28.548,2019,12.59,4331,0,other,0
O,97.493,28.514,2019,20.47,4469,0,other,0
E(o),97.322,28.482,2019,13.1,4348,0,other,0
E(o),97.38,28.472,2019,12.22,4388,0,other,0
E(o),97.409,28.464,2019,10.72,4420,0,other,0
E(o),97.253,28.432,2019,12.87,4315,0,other,0
E(o),97.401,28.426,2019,14.03,4289,0,other,0
E(o),97.465,28.412,2019,56.61,4300,0,other,0
E(o),97.406,28.411,2019,11.28,4443,0,other,0
E(o),97.393,28.4,2019,10.29,4472,0,other,0
M(o),97.446,28.369,2019,15.15,4054,0,moraine,0
E(o),97.369,28.34,2019,14.89,4230,0,other,0
E(o),97.343,28.313,2019,16.19,4146,0,other,0
E(c),97.253,28.274,2019,20.87,4290,0,other,0
E(o),97.331,28.243,2019,11.86,4333,0,other,0
E(o),97.25,28.24,2019,11.79,3980,0,other,0
E(o),97.269,28.227,2019,16.83,4145,0,other,0
E(o),97.285,28.223,2019,32.29,4189,0,other,0
E(c),97.318,28.214,2019,12.12,4373,0,other,0
E(o),97.329,28.174,2019,14.32,4307,0,other,0
E(o),97.32,28.162,2019,10.73,4038,0,other,0
E(o),97.274,28.149,2019,14.13,3953,0,other,0
E(o),97.29,28.14,2019,26.03,4055,0,other,0
E(o),97.306,28.136,2019,21.99,4225,0,other,0
E(o),97.321,28.136,2019,17.77,4276,0,other,0
E(o),97.3,28.116,2019,17.74,4029,0,other,0
E(o),97.311,28.107,2019,21.72,4343,0,other,0
E(o),97.32,28.106,2019,12.4,4358,0,other,0
E(c),97.27,28.101,2019,14.99,4169,0,other,0
E(o),97.289,28.096,2019,53.06,3762,0,other,0
E(o),97.304,28.08,2019,23.71,4304,0,other,0
E(c),97.357,28.061,2019,15.82,4344,0,other,0
E(o),97.33,28.054,2019,25.72,4424,0,other,0
M(o),97.281,28.053,2019,10.51,4499,0,moraine,0
E(o),97.293,28.045,2019,10.43,4472,0,other,0
M(e),97.549,28.991,2019,17.75,4390,0,moraine,0
E(c),97.522,28.938,2019,21.47,4392,0,other,0
E(o),97.612,28.863,2019,11.56,4558,0,other,0
E(o),97.631,28.852,2019,12.69,4523,0,other,0
E(o),97.548,28.556,2019,12.3,4363,0,other,0
E(o),97.621,28.536,2019,15.42,4616,0,other,0
E(o),97.527,28.518,2019,24.32,4449,0,other,0
E(o),96.707,27.816,2019,10.89,3488,0,other,0
E(c),96.878,27.759,2019,10.4,3857,0,other,0
E(o),96.845,27.742,2019,18.26,3778,0,other,0
E(o),96.871,27.732,2019,12.07,4012,0,other,0
E(o),96.848,27.726,2019,18.83,3669,0,other,0
E(o),96.877,27.719,2019,20.25,3664,0,other,0
E(o),96.938,27.712,2019,12.92,3751,0,other,0
E(o),96.86,27.69,2019,49.45,3373,0,other,0
E(o),96.878,27.646,2019,15.08,3263,0,other,0
E(c),96.916,27.637,2019,10.1,3689,0,other,0
E(c),97.187,27.996,2019,40.63,4091,0,other,0
E(o),97.098,27.99,2019,12.28,3687,0,other,0
E(o),97.105,27.959,2019,17.42,3831,0,other,0
E(o),97.108,27.949,2019,12.82,3874,0,other,0
E(c),97.131,27.948,2019,11.08,3819,0,other,0
E(o),97.316,27.994,2019,13.95,4270,0,other,0
E(o),97.369,27.989,2019,51.93,4188,0,other,0
E(o),97.358,27.893,2019,21.52,3931,0,other,0
E(o),97.36,27.879,2019,40.18,4158,0,other,0
