Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1,area_t2,expansion_ha_peryr
216,M(e),76.019,33.942,2023,24.05,4197,0,moraine,0,28.16035141666604,25.403809124768994,28.160351416666042,0.5513084583794097
217,M(e),76.121,33.868,2023,39.44,4071,0,moraine,0,44.73755562459164,38.69774437382149,44.73755562459164,1.20796225015403
218,M(e),76.375,33.844,2023,18.49,4116,0,moraine,0,23.568505157161272,9.77039598725417,23.568505157161272,2.7596218339814205
219,O,76.45,33.507,2023,16.41,4219,0,other,0,10.407863020204294,4.943011220806682,10.407863020204294,1.0929703598795224
220,M(e),76.984,33.159,2023,59.78,4479,0,moraine,0,52.24766051208575,52.62360112257594,52.24766051208575,-0.07518812209803798
221,E(o),76.332,32.336,2023,25.65,3971,0,other,0,17.75440092513418,10.698083002261118,17.75440092513418,1.4112635845746127
222,M(lg),77.513,35.476,2023,21.93,5342,0,moraine,0,12.870692908771591,12.139380377780357,12.870692908771591,0.14626250619824682
223,M(l),77.7,35.032,2023,18.02,5161,0,moraine,0,90.78358351253922,96.22334907989722,90.78358351253922,-1.087953113471599
224,O,77.856,35.06,2023,32.78,4679,0,other,0,0.2205599519976613,1.102544078524229,0.2205599519976613,-0.17639682530531356
225,M(e),77.616,34.905,2023,14.51,5125,0,moraine,0,18.41127788048262,19.668941035214647,18.41127788048262,-0.25153263094640577
226,M(e),77.983,34.398,2023,28.02,5344,0,moraine,0,30.74966737630928,14.152239381509208,30.74966737630928,3.3194855989600143
227,O,77.664,33.556,2023,10.15,5222,0,other,0,39.43865911506904,26.64188300900446,39.438659115069036,2.5593552212129156
228,O,77.979,33.999,2023,43.72,4991,0,other,0,37.968165218865344,38.117055254296886,37.968165218865344,-0.02977800708630838
229,M(e),77.22,32.526,2023,77.59,4069,0,moraine,0,101.0045281482979,85.10328461146024,101.0045281482979,3.180248707367531
230,M(e),77.547,32.499,2023,128.69,4150,0,moraine,0,153.74546587357224,133.52376527607893,153.74546587357224,4.044340119498662
231,E(o),77.615,32.483,2023,47.3,4276,0,other,0,39.920218587078764,40.60196284766327,39.920218587078764,-0.13634885211690176
232,M(e),78.09,34.521,2023,10.62,5270,0,moraine,0,85.38245389115723,64.07459353113205,85.38245389115723,4.261572072005035
233,M(e),78.101,34.52,2023,10.28,5265,0,moraine,0,85.38245389115723,64.07459353113205,85.38245389115723,4.261572072005035
234,M(o),78.136,34.457,2023,95.68,5295,0,moraine,0,94.3322375447372,80.04143066384856,94.33223754473721,2.8581613761777307
235,M(e),78.143,34.446,2023,20.53,5311,0,moraine,0,94.3322375447372,80.04143066384856,94.33223754473721,2.8581613761777307
236,M(e),78.079,34.401,2023,20.39,5307,0,moraine,0,35.191315403732546,23.189312088490926,35.191315403732546,2.400400663048324
237,E(o),78.089,34.39,2023,11.16,5226,0,other,0,22.01213294949546,16.89334081517293,22.01213294949546,1.023758426864506
238,O,78.426,34.233,2023,64.78,5350,0,other,0,58.27986426988302,58.79954383497756,58.27986426988302,-0.10393591301890837
239,E(o),78.516,34.2,2023,24.44,5386,0,other,0,40.78150656899252,42.0443050291361,40.78150656899252,-0.2525596920287157
240,E(o),78.553,34.151,2023,65.02,5566,0,other,0,57.59359205795269,56.85041815583494,57.59359205795269,0.1486347804235507
241,E(o),78.23,33.281,2023,34.7,5646,0,other,0,32.43045060659752,32.955955649805695,32.43045060659752,-0.10510100864163548
242,M(o),78.197,33.137,2023,10.3,5733,0,moraine,0,28.647862028896117,15.263844473824392,28.647862028896117,2.676803511014345
243,E(o),78.498,33.496,2023,16.54,5428,0,other,0,13.254840320124847,14.078587290599867,13.254840320124847,-0.16474939409500386
244,O,78.498,33.455,2023,147.89,5308,0,other,0,137.2549892796482,136.50573904645015,137.2549892796482,0.14985004663961377
245,O,78.488,33.427,2023,177.73,5284,0,other,0,165.1785492141626,167.2770550204407,165.1785492141626,-0.4197011612556253
246,M(o),78.47,33.055,2023,36.49,5745,0,moraine,0,31.084302568889317,52.46093346005313,31.084302568889317,-4.275326178232762
247,E(c),78.506,33.558,2023,25.33,5665,0,other,0,21.54642474574788,21.027833232799455,21.546424745747878,0.10371830258968444
248,E(o),78.519,33.517,2023,13.66,5404,0,other,0,9.732763068736022,12.877177136259588,9.732763068736022,-0.6288828135047133
249,O,78.502,33.474,2023,15.1,5312,0,other,0,125.94080044985456,125.79097308376504,125.94080044985455,0.02996547321790217
250,M(e),78.272,32.363,2023,13.59,5357,0,moraine,0,9.178460157302515,25.18425031555275,9.178460157302517,-3.2011580316500465
251,M(e),78.726,32.736,2023,34.79,5626,0,moraine,0,35.28415952377826,28.779388028813898,35.28415952377826,1.3009542989928717
252,M(e),78.852,32.492,2023,11.12,5706,0,moraine,0,28.47728955749472,9.089121104269589,28.477289557494718,3.8776336906450255
253,M(e),78.925,32.441,2023,10.65,5680,0,moraine,0,13.340289631704444,10.155259693052848,13.340289631704445,0.6370059877303195
254,M(e),78.9,32.409,2023,30.44,5468,0,moraine,0,34.04273944577902,25.548472184638175,34.04273944577902,1.6988534522281689
255,M(o),78.979,32.32,2023,10.51,5498,0,moraine,0,9.943352025816676,5.236205227540229,9.943352025816676,0.9414293596552893
256,M(e),78.845,32.029,2023,15.62,5621,0,moraine,0,18.87783160069271,18.88100562210679,18.87783160069271,-0.0006348042828165035
257,O,79.044,32.21,2023,21.55,5272,0,other,0,16.71543265350492,16.86736346208707,16.71543265350492,-0.03038616171643014
258,O,79.393,32.377,2023,24.86,5448,0,other,0,15.77442372384831,14.94019194258305,15.77442372384831,0.16684635625305191
259,E(o),79.622,32.399,2023,23.72,5058,0,other,0,21.912131350809343,22.215413714491994,21.912131350809346,-0.06065647273652956
260,M(e),79.659,32.389,2023,12.3,5720,0,moraine,0,50.052960653479914,54.37561308823997,50.052960653479914,-0.8645304869520117
261,E(o),79.662,32.298,2023,17.15,5690,0,other,0,19.510750460747108,20.421822171842457,19.510750460747108,-0.1822143422190699
262,M(e),78.168,31.661,2023,23.2,4255,0,moraine,0,39.82625677988396,28.58943928741468,39.82625677988396,2.2473634984938564
263,M(o),78.254,31.339,2023,11.46,4676,0,moraine,0,11.734659688994078,11.04438209989401,11.734659688994078,0.13805551782001366
264,M(e),78.845,31.993,2023,20.9,5613,0,moraine,0,27.87246527863913,30.995344863100776,27.872465278639126,-0.6245759168923299
265,M(e),78.784,31.919,2023,13.44,5351,0,moraine,0,41.61187937501782,16.614453871142313,41.61187937501782,4.999485100775102
266,M(e),78.84,31.914,2023,18.03,5583,0,moraine,0,24.543315129907462,17.53069001740608,24.543315129907466,1.4025250225002772
267,M(e),78.751,31.554,2023,10.67,5276,0,moraine,0,3.7495957296732136,4.132211611879066,3.7495957296732136,-0.07652317644117054
268,M(e),79.958,31.984,2023,15.73,5544,0,moraine,0,34.348025161547135,14.852537453894657,34.348025161547135,3.899097541530496
269,M(e),79.986,31.95,2023,10.43,5449,0,moraine,0,25.98194136923053,16.076957050865566,25.98194136923053,1.9809968636729927
270,M(e),79.994,31.937,2023,14.46,5494,0,moraine,0,60.13436947573995,35.211943062267494,60.13436947573995,4.984485282694491
271,E(o),79.865,31.925,2023,31.43,5356,0,other,0,28.42861384043534,28.27617785670624,28.42861384043534,0.030487196745819744
272,E(o),79.988,31.909,2023,14.06,5558,0,other,0,67.68003013766777,35.211943062267494,67.68003013766777,6.493617415080055
273,E(c),79.986,31.9,2023,10.24,5663,0,other,0,24.69475657082864,23.715272304463078,24.69475657082864,0.19589685327311274
274,E(o),79.984,31.878,2023,27.77,5514,0,other,0,20.28378448806057,23.715272304463078,20.28378448806057,-0.6862975632805017
275,M(e),80.09,34.282,2023,25.66,5697,0,moraine,0,24.337245619287593,22.63067531415088,24.337245619287593,0.3413140610273423
276,M(lg),80.84,34.324,2023,13.22,5742,0,moraine,0,58.35723659288682,43.38859551509127,58.35723659288682,2.9937282155591105
277,I(d),80.858,34.316,2023,232.34,5709,0,ice,0,75.41177088293622,42.86940771281905,75.41177088293622,6.508472634023436
278,M(e),80.982,34.307,2023,42.6,5729,0,moraine,0,38.72005090878367,3.931170114096368,38.72005090878367,6.9577761589374605
279,O,80.865,32.423,2023,58.84,4452,0,other,0,29.48657835687171,52.226645731272235,29.486578356871714,-4.548013474880104
280,O,81.202,34.299,2023,61.15,5274,0,other,0,55.118787294166246,58.30859735120188,55.118787294166246,-0.6379620114071273
281,E(o),81.257,34.341,2023,51.89,5298,0,other,0,53.31163095757881,52.57017021933298,53.31163095757881,0.14829214764916543
282,E(o),80.001,31.9,2023,20.08,5476,0,other,0,17.4580980724551,17.458097636208638,17.4580980724551,8.724929259074088e-08
283,E(o),79.999,31.881,2023,13.93,5511,0,other,0,20.28378448806057,23.715272304463078,20.28378448806057,-0.6862975632805017
284,M(e),80.664,31.694,2023,14.11,5532,0,moraine,0,15.893002297150051,14.059083746546717,15.893002297150053,0.3667837101206672
285,O,80.948,31.499,2023,19.6,5238,0,other,0,14.547770105878328,14.777465189886998,14.547770105878328,-0.045939016801733956
286,O,80.985,31.495,2023,24.74,5386,0,other,0,21.750752775499407,22.210279113684695,21.750752775499407,-0.09190526763705761
287,O,80.992,31.474,2023,26.9,5408,0,other,0,21.750752775499407,22.210279113684695,21.750752775499407,-0.09190526763705761
288,M(e),80.4,30.552,2023,26.56,4990,0,moraine,0,23.276920402006493,24.668925139310314,23.276920402006493,-0.2784009474607643
289,M(e),80.592,30.477,2023,12.63,5263,0,moraine,0,13.390093835301906,12.07315731448776,13.390093835301906,0.26338730416282913
290,O,81.063,31.985,2023,11.79,4734,0,other,0,0.9901806015434448,12.034266769381196,0.9901806015434448,-2.20881723356755
291,O,81.157,31.442,2023,13.01,5240,0,other,0,18.23407071252091,17.927615532473094,18.234070712520914,0.06129103600956398
292,M(e),81.032,31.285,2023,13.53,5617,0,moraine,0,12.27872323089523,20.336954332473546,12.27872323089523,-1.6116462203156634
293,E(o),81.176,31.285,2023,18.1,5171,0,other,0,15.11816650947578,14.580971040376058,15.11816650947578,0.10743909381994428
294,E(o),81.133,31.26,2023,12.43,5530,0,other,0,9.364915624119984,10.132542428016318,9.364915624119984,-0.15352536077926687
295,M(e),81.138,31.234,2023,10.92,5562,0,moraine,0,7.601537050904682,8.523197928245084,7.601537050904682,-0.18433217546808045
296,E(o),81.195,31.182,2023,52.48,5413,0,other,0,45.3270136675103,45.25017955022182,45.3270136675103,0.015366823457695489
297,M(e),81.152,31.179,2023,19.91,5514,0,moraine,0,19.5144136614147,19.053429676033172,19.5144136614147,0.09219679707630561
298,E(o),81.243,31.153,2023,15.57,5651,0,other,0,8.683936885740097,11.374330182873512,8.683936885740097,-0.538078659426683
299,O,81.631,31.284,2023,25.89,5259,0,other,0,24.711167001821146,24.09722620739501,24.711167001821142,0.12278815888522629
300,O,81.595,31.274,2023,156.89,5229,0,other,0,140.60695185007322,142.83281679618432,140.60695185007322,-0.44517298922222037
301,O,81.518,31.272,2023,28.77,5172,0,other,0,26.249324135588015,26.326088208896998,26.249324135588015,-0.015352814661796544
302,E(o),81.433,30.431,2023,192.62,5484,0,other,0,189.23560085933775,189.70016158298168,189.23560085933778,-0.09291214472877982
303,M(o),81.463,30.43,2023,13.7,5572,0,moraine,0,79.13112079788996,79.59568251328206,79.13112079788996,-0.09291234307841875
304,M(e),81.468,30.416,2023,10.02,5603,0,moraine,0,23.07310589158291,22.918246396471442,23.07310589158291,0.030971899022293314
305,M(o),81.476,30.409,2023,11.76,5542,0,moraine,0,10.532577224950812,9.755968959301203,10.532577224950813,0.15532165312992205
306,E(o),81.702,30.515,2023,10.17,4818,0,other,0,3.713377475174114,2.8623665204414803,3.713377475174114,0.17020219094652678
307,E(o),81.714,30.43,2023,23.45,5184,0,other,0,19.434756048110746,19.43476179921416,19.434756048110742,-1.150220683854286e-06
308,E(o),81.721,30.421,2023,18.94,5247,0,other,0,19.434756048110746,19.43476179921416,19.434756048110742,-1.150220683854286e-06
309,E(o),81.533,30.393,2023,17.49,5128,0,other,0,11.773753423771714,11.77375115274676,11.773753423771714,4.542049907740875e-07
310,O,81.993,30.463,2023,20.76,5161,0,other,0,21.982531534501824,18.344577088742017,21.982531534501824,0.7275908891519614
311,E(o),81.871,30.427,2023,21.31,5338,0,other,0,20.132211438146733,20.05478041671059,20.132211438146733,0.015486204287228845
312,E(o),81.868,30.419,2023,14.11,5356,0,other,0,20.132211438146733,20.05478041671059,20.132211438146733,0.015486204287228845
313,M(e),81.853,30.399,2023,13.91,5722,0,moraine,0,18.356699040989188,19.518582508332727,18.356699040989188,-0.23237669346870787
314,M(e),81.964,30.392,2023,20.83,5675,0,moraine,0,25.794125990484467,21.06895269626444,25.794125990484467,0.9450346588440055
315,M(e),81.818,30.39,2023,14.51,5544,0,moraine,0,22.46631647854576,11.928903872053416,22.46631647854576,2.107482521298469
316,M(e),81.895,30.39,2023,10.27,5441,0,moraine,0,22.776513150086473,10.226282772893075,22.776513150086473,2.5100460754386793
317,M(e),81.93,30.385,2023,59.79,5224,0,moraine,0,46.635179714798525,24.790030228155974,46.635179714798525,4.36902989732851
318,M(e),81.841,30.385,2023,12.42,5571,0,moraine,0,22.46631647854576,19.518582508332727,22.46631647854576,0.5895467940426066
319,E(o),82.084,30.592,2023,10.15,5382,0,other,0,9.19877337181088,9.276071177059153,9.19877337181088,-0.015459561049654624
320,M(e),82.02,30.376,2023,11.62,5493,0,moraine,0,10.92353558179652,11.233434478581085,10.92353558179652,-0.06197977935691305
321,E(o),78.211,31.231,2023,10.66,4264,0,other,0,8.292860143785488,8.36964527201922,8.292860143785488,-0.015357025646746436
322,E(c),78.255,31.26,2023,15.1,4403,0,other,0,13.126303389705042,11.284005598709824,13.126303389705042,0.36845955819904364
323,M(e),78.987,30.746,2023,25.56,4734,0,moraine,0,35.72376034123659,25.931615143927957,35.72376034123659,1.958429039461727
324,M(e),79.46,30.976,2023,17.02,5537,0,moraine,0,102.30901574961008,26.713269709819045,102.30901574961008,15.119149207958207
325,I(s),79.747,30.904,2023,11.05,4683,0,ice,1,19.10903363586442,28.514611892610866,19.10903363586442,-1.881115651349289
326,I(s),79.746,30.901,2023,11.41,4689,0,ice,1,31.51873326166808,36.99003235758725,31.518733261668082,-1.0942598191838342
327,M(e),79.754,30.901,2023,22.04,4677,0,moraine,0,19.10903363586442,28.514611892610866,19.10903363586442,-1.881115651349289
328,M(e),80.179,30.565,2023,17.81,4872,0,moraine,0,29.15029534978379,13.454109005561067,29.15029534978379,3.1392372688445445
329,M(e),80.387,30.446,2023,10.0,4306,0,moraine,0,59.078233907683895,69.99419861380396,59.078233907683895,-2.183192941224013
330,M(e),80.532,30.392,2023,11.21,4753,0,moraine,0,91.09011118574112,52.74896155218917,91.09011118574112,7.66822992671039
331,M(e),80.784,30.402,2023,43.35,5088,0,moraine,0,39.809793635820085,41.746110553330816,39.809793635820085,-0.38726338350214606
332,E(o),80.886,30.347,2023,12.47,5253,0,other,0,11.081735196135348,8.05945262345754,11.081735196135348,0.6044565145355616
333,M(o),81.33,30.424,2023,12.68,5807,0,moraine,0,10.60842970942075,10.763299880276254,10.60842970942075,-0.030974034171100583
334,O,81.427,30.417,2023,17.88,5496,0,other,0,189.23560085933775,189.70016158298168,189.23560085933778,-0.09291214472877982
335,O,81.427,30.405,2023,11.18,5472,0,other,0,95.8588493884034,95.85884229924508,95.85884938840339,1.4178316604329667e-06
336,E(o),81.421,30.378,2023,25.56,5659,0,other,0,21.9240239774988,21.924008528030978,21.9240239774988,3.0898935641232583e-06
337,E(o),81.376,30.364,2023,10.33,5756,0,other,0,9.53079860884326,26.500529731506184,9.53079860884326,-3.393946224532585
338,E(o),81.413,30.343,2023,30.39,5734,0,other,0,26.03942660872344,26.500529731506184,26.039426608723442,-0.09222062455654836
339,M(e),81.376,30.322,2023,13.96,5542,0,moraine,0,66.51360783590953,62.869627607580696,66.51360783590953,0.7287960456657657
340,M(o),81.445,30.319,2023,12.2,5497,0,moraine,0,18.914059798301643,17.594620332223393,18.914059798301643,0.26388789321565015
341,M(e),81.409,30.312,2023,13.27,5634,0,moraine,0,70.87249252240426,50.01431389096522,70.87249252240426,4.171635726287808
342,M(e),81.399,30.302,2023,11.68,5580,0,moraine,0,165.79003840489486,165.4022675624676,165.79003840489486,0.07755416848544883
343,M(e),81.388,30.297,2023,26.15,5516,0,moraine,0,209.1401409152972,207.66669064477324,209.1401409152972,0.294690054104791
344,M(e),81.349,30.266,2023,20.37,5207,0,moraine,0,64.3033491466049,144.81614083838792,64.3033491466049,-16.102558338356605
345,M(e),81.35,30.233,2023,26.79,5297,0,moraine,0,107.221050945764,81.94072697528392,107.22105094576399,5.056064794096014
346,O,81.689,30.254,2023,27.78,4264,0,other,0,18.616208935849645,22.339595930587972,18.616208935849645,-0.7446773989476654
347,O,81.574,30.378,2023,22.49,5097,0,other,0,20.06480338939498,18.825272214548086,20.06480338939498,0.2479062349693791
348,E(o),81.512,30.328,2023,12.27,5221,0,other,0,8.216048957729123,8.526087781775354,8.216048957729123,-0.06200776480924617
349,E(o),81.574,30.284,2023,14.32,5077,0,other,0,11.476635706810177,11.476635706810177,11.476635706810177,0.0
350,M(o),81.748,30.162,2023,16.11,5046,0,moraine,0,17.083090943422185,15.840667659896042,17.083090943422185,0.2484846567052287
351,M(o),81.685,30.14,2023,21.34,4655,0,moraine,0,20.96776274130862,17.395395360611676,20.96776274130862,0.7144734761393885
352,M(e),81.861,30.346,2023,15.56,5431,0,moraine,0,14.1816973648791,15.887191378781962,14.1816973648791,-0.34109880278057253
353,M(o),81.831,30.345,2023,10.48,5520,0,moraine,0,17.979784847198882,32.85910926391322,17.979784847198882,-2.9758648833428674
354,M(o),81.913,30.338,2023,28.2,5135,0,moraine,0,31.314236561950697,48.52119453052169,31.314236561950697,-3.4413915937141986
355,M(e),81.92,30.336,2023,10.09,5130,0,moraine,0,31.314236561950697,48.52119453052169,31.314236561950697,-3.4413915937141986
356,M(e),81.833,30.324,2023,11.65,5571,0,moraine,0,17.979784847198882,32.85910926391322,17.979784847198882,-2.9758648833428674
357,M(e),81.876,30.313,2023,10.69,5546,0,moraine,0,30.315500488281813,32.01992688057211,30.315500488281813,-0.3408852784580588
358,M(e),81.866,30.307,2023,10.94,5492,0,moraine,0,30.315500488281813,32.01992688057211,30.315500488281813,-0.3408852784580588
359,M(e),81.802,30.216,2023,19.31,5343,0,moraine,0,98.16829702905048,91.02897091656365,98.16829702905048,1.4278652224973656
360,M(e),81.758,30.214,2023,12.12,5368,0,moraine,0,52.9289264708079,66.35511487102444,52.9289264708079,-2.6852376800433078
361,M(e),81.878,30.204,2023,12.66,5518,0,moraine,0,53.08465109834261,32.98438410336074,53.08465109834261,4.0200533989963745
362,M(e),81.781,30.129,2023,75.65,5015,0,moraine,0,63.45375057662582,63.60923087841086,63.45375057662582,-0.03109606035700807
