Longitude,Latitude,Year_final,Lake_area_calculated_ha,Elevation_m,Lake_type_simplified,is_supraglacial,glacier_area_ha,slope_glac_to_lake,glacier_contact,glacier_touch_count,nearest_glacier_dist_m,glacier_elev_m,5y_expansion_rate,10y_expansion_rate,GLOF
97.835,28.323,2008,4.74310668536486,4181,other,0,2.8687833282970057,0.2010348741646584,0,0,1034.6463560826603,4361.0,-0.0787858772856855,0.6799151880331565,1
79.846,42.207,2009,18.69417542859816,3269,ice,0,37334.18715891103,25.37182023774683,0,0,43.63108321069786,4369.0,,-36.413803743593625,1
71.637,37.094,2009,0.8596846222362232,4414,other,0,22.073896283016634,4.009860713380786,0,0,63.34384612223799,4739.0,-0.2720921135168901,-4.956982733012844,1
74.571,36.043,2009,,2648,other,0,7831.738632457032,0.0,1,2,0.0,3325.0,,,1
74.806,36.428,2009,0.361304071158535,3090,other,0,3058.7395123229167,1.705219171761955,0,0,459.1785108719767,4647.0,,-5.955137597550065,1
90.164,28.101,2009,5.30727775284766,4268,ice,1,11985.498857222092,0.0,1,3,0.0,4479.0,0.823830066879809,0.9505734435831098,1
81.474,30.267,2009,10.858059427184449,5363,ice,1,3563.976508692848,0.0,1,4,0.0,5306.0,,0.8996722934824183,1
74.004,36.784,2009,0.6473043636797607,3363,ice,0,1180.3473959088044,3.671203206198807,0,0,197.21054905855655,4077.0,,0.0719188449823054,1
77.193,35.677,2009,0.0729635463107982,4779,ice,0,27626.56738116892,0.0,1,3,0.0,5653.0,,-38.15076484557024,1
94.0,30.83,2009,9.25545604365834,4760,moraine,0,228.95798326357772,4.03670594047648,0,0,159.53602008571974,5331.0,0.3702197369073625,-1.742288322413201,1
90.326,28.087,2009,133.18714099835577,4706,moraine,0,3425.334834489212,0.0,1,3,0.0,5124.0,0.0318610337474353,8.478009074696327,1
74.609,35.93,2010,0.4363043511873737,4124,other,0,4.808953988198107,1.8691122192058216,0,0,25.680641058777628,4858.0,,-2.705120249587774,1
74.633,36.039,2010,0.3630657056100978,3301,other,0,9422.807452033634,0.0,1,3,0.0,4177.0,,,1
73.353,36.546,2010,0.7213454621504333,3997,ice,1,80.88699587461582,0.0,1,3,0.0,4995.0,,-3.9686545860690847,1
74.609,42.522,2010,137.08298087576495,3466,other,0,536.1258049091829,0.0,1,2,0.0,3985.0,,2.448650270060645,1
75.479,36.342,2010,3.255523555462977,3475,ice,0,53385.61402318674,0.0,1,4,0.0,4744.0,,0.593227877248421,1
79.846,42.207,2010,29.47220629789011,3269,ice,0,120846.92560934702,0.0,1,3,0.0,4369.0,,5.402320116515645,1
74.571,36.043,2010,,2648,other,0,7831.738632457032,0.0,1,2,0.0,3325.0,,,1
87.985,27.951,2010,46.887034525872494,5485,moraine,0,1387.6835949844196,0.0,1,1,0.0,5573.0,0.0951988937350037,-0.0952007759348674,1
71.898,36.174,2010,0.2899713168023337,4313,other,0,2289.1125398889712,0.0,1,3,0.0,4911.0,,-1.6087055187957842,1
78.488,33.019,2010,4.819715586937388,5684,moraine,0,1399.0534513109535,0.0,1,4,0.0,6053.0,,-3.539291389079085,1
79.846,42.207,2011,108.83409737057556,3269,ice,0,120846.92560934702,0.0,1,3,0.0,4369.0,,21.26139779141528,1
77.604,35.411,2011,71.42660876598136,5093,ice,0,137158.2887612841,0.0,1,4,0.0,5845.0,,3.0302306490727133,1
81.474,30.267,2011,5.894448782350438,5363,ice,1,3563.976508692848,0.0,1,4,0.0,5306.0,,0.0310350813680306,1
79.846,42.207,2012,91.87094546371918,3269,ice,0,120846.92560934702,0.0,1,3,0.0,4369.0,17.336393165096368,,1
73.196,36.027,2012,8.642454136944618,4762,moraine,0,57.692688519840445,0.0,1,4,0.0,4788.0,,-8.511763301030268,1
74.427,42.537,2012,11.182868988317471,3600,moraine,0,58.72800884139954,0.0,1,3,0.0,4075.0,1.985037409477767,-36.26348340862874,1
77.604,35.411,2013,19.248735467221262,5093,ice,0,137158.2887612841,0.0,1,4,0.0,5845.0,,3.77656539804538,1
79.062,30.747,2013,0.0771592717680262,3860,moraine,0,1954.5334152206617,0.0,1,4,0.0,4934.0,,-0.1389206458745074,1
93.534,30.473,2013,36.375707114929895,5014,moraine,0,1686.3667722534033,0.0,1,3,0.0,5566.0,1.2226902751356128,-0.990829129053992,1
74.004,36.784,2013,0.071915776908725,3363,ice,0,1337.1330924711394,0.0,1,1,0.0,4476.0,,-0.0287767803597997,1
76.814,41.987,2013,36.25304325784227,3807,moraine,0,212.5302487563736,0.0,1,2,0.0,4093.0,7.210561188016527,,1
71.129,36.475,2013,25.92528116766543,4588,moraine,0,442.085281974219,0.0,1,3,0.0,4840.0,,-1.675440221889773,1
94.944,30.531,2013,3.248597955308114,3864,moraine,0,1828.241039420278,0.0,1,1,0.0,4495.0,-0.9900557122758484,-1.0674038858141877,1
74.666,35.997,2014,40.98195284388251,3886,other,0,313.16153241370097,0.0,1,3,0.0,4158.0,8.109194357058037,,1
77.604,35.411,2014,7.025220278733886,5093,ice,0,397.4814279507064,0.0,1,6,0.0,5693.0,-11.665274508361486,,1
77.277,43.144,2014,2.621587048783638,3374,ice,1,123.7876966489723,0.0,1,3,0.0,3766.0,0.4063630624101029,,1
76.828,41.973,2014,10.685718718664662,3769,moraine,0,1567.8751253419168,0.0,1,2,0.0,4131.0,1.763142262207311,,1
